"","Title","Developer","Publisher","Region","Release","Date","Month","Year","System","Generation"
"10213","Tyco R/C: Assault with a Battery","Lucky Chicken Games","Mattel","Japan","June 13, 2002",2002-06-13,6,2002,"PS1","5th"
"10214","Tyco R/C: Assault with a Battery","Lucky Chicken Games","Mattel","North_America","September 2000",NA,9,2000,"PS1","5th"
"10215","U.P.P.","Panther Software","Panther Software","Japan","September 17, 1998",1998-09-17,9,1998,"PS1","5th"
"10216","U.S. Navy Fighters","Electronic Arts","Electronic Arts Victor","Japan","November 6, 1997",1997-11-06,11,1997,"PS1","5th"
"10217","Ubik","Cryo Interactive","Cryo Interactive","PAL","October 27, 2000",2000-10-27,10,2000,"PS1","5th"
"10218","Uchi ni Pochi ga Yattekita - in my pocket","Konami","Konami","Japan","March 11, 1999",1999-03-11,3,1999,"PS1","5th"
"10219","Uchuu Goushouden: Bakuretsu Akindo","Astec 21","Astec 21","Japan","March 22, 1996",1996-03-22,3,1996,"PS1","5th"
"10220","Uchuu no Rendezvous: Rama","Soft Bank","Soft Bank","Japan","May 7, 1998",1998-05-07,5,1998,"PS1","5th"
"10221","Uchuu Seibutsu Flopon-kun P!","Asmik Ace","Asmik Ace","Japan","March 31, 1995",1995-03-31,3,1995,"PS1","5th"
"10222","UEFA Challenge","Infogrames Sheffield House","Infogrames","PAL","April 13, 2001",2001-04-13,4,2001,"PS1","5th"
"10223","UEFA Champions League 1998/99","Silicon Dreams","Eidos Interactive","PAL","March 26, 1999",1999-03-26,3,1999,"PS1","5th"
"10224","UEFA Champions League 1999/00","Silicon Dreams","Eidos Interactive","PAL","March 2000",NA,3,2000,"PS1","5th"
"10225","UEFA Champions League 2000/01","Silicon Dreams","Eidos Interactive","PAL","2000",NA,NA,2000,"PS1","5th"
"10226","UEFA Euro 2000","EA Sports","EA Sports","PAL","August 10, 2000",2000-08-10,8,2000,"PS1","5th"
"10227","UFO: A Day in the Life[2]","Love-de-Lic","ASCII Entertainment","Japan","June 24, 1999",1999-06-24,6,1999,"PS1","5th"
"10228","Ugetsu Kitan","Tonkin House","Tonkin House","Japan","July 5, 1996",1996-07-05,7,1996,"PS1","5th"
"10229","Ugoku Tomika Zukan","Atlus","Atlus","Japan","November 14, 2002",2002-11-14,11,2002,"PS1","5th"
"10230","Uki Uki Tsuri Tengoku: Kawa Monogatari","Teichiku Records","Teichiku Records","Japan","August 6, 1998",1998-08-06,8,1998,"PS1","5th"
"10231","Uki Uki Tsuri Tengoku: Ningyo Densetsu no Nazo","Teichiku Records","Teichiku Records","Japan","September 11, 1997",1997-09-11,9,1997,"PS1","5th"
"10232","Uki Uki Tsuri Tengoku: Uokami Densetsu o Oe","Teichiku Records","Teichiku Records","Japan","February 17, 2000",2000-02-17,2,2000,"PS1","5th"
"10233","Ultima Underworld: The Stygian Abyss","Blue Sky Productions","Origin Systems","Japan","March 14, 1997",1997-03-14,3,1997,"PS1","5th"
"10234","Ultimate Brain Games","Telegames Inc.","Telegames Inc.","North_America","December 2, 2003",2003-12-02,12,2003,"PS1","5th"
"10235","Ultimate Fighting Championship","Opus","Crave Entertainment","North_America","November 13, 2000",2000-11-13,11,2000,"PS1","5th"
"10236","Ultraman Cosmos","Bandai","Bandai","Japan","November 29, 2001",2001-11-29,11,2001,"PS1","5th"
"10237","Ultraman Fighting Evolution","Banpresto","Banpresto","Japan","February 19, 1998",1998-02-19,2,1998,"PS1","5th"
"10238","Ultraman Tiga & Ultraman Dyna: New Generations","Bandai","Bandai","Japan","July 16, 1998",1998-07-16,7,1998,"PS1","5th"
"10239","Ultraman Zearth","Tohoku Shinsha","Tohoku Shinsha","Japan","July 16, 1998",1998-07-16,7,1998,"PS1","5th"
"10240","Um Jammer Lammy","NanaOn-Sha","SCEA","Japan","March 18, 1999",1999-03-18,3,1999,"PS1","5th"
"10241","Um Jammer Lammy","NanaOn-Sha","SCEA","North_America","August 17, 1999",1999-08-17,8,1999,"PS1","5th"
"10242","Um Jammer Lammy","NanaOn-Sha","SCEA","PAL","September 10, 1999",1999-09-10,9,1999,"PS1","5th"
"10243","Umezawa Yukari no Taikyoku Igo: Heisei Kiin II","Daiki","Daiki","Japan","December 17, 1998",1998-12-17,12,1998,"PS1","5th"
"10244","Umi no Nushi Tsuri: Takarajima ni Mukatte","Victor Interactive Software","Victor Interactive Software","Japan","July 22, 1999",1999-07-22,7,1999,"PS1","5th"
"10245","Umi no Oh! Yah!","Victor Interactive Software","Victor Interactive Software","Japan","October 29, 1998",1998-10-29,10,1998,"PS1","5th"
"10246","Umihara Kawase: Shun","Jackpot","XING","Japan","February 28, 1997",1997-02-28,2,1997,"PS1","5th"
"10247","Umihara Kawase: Shun - Second Edition","Jackpot","XING","Japan","January 1, 2000",2000-01-01,1,2000,"PS1","5th"
"10248","Undou Fusoku Kaishou! Punch de Diet","Twilight Express","Twilight Express","Japan","March 14, 2002",2002-03-14,3,2002,"PS1","5th"
"10249","Ungra Walker","Success","Success","Japan","June 6, 2002",2002-06-06,6,2002,"PS1","5th"
"10250","Universal Hata Kansen Kaiseki: Pachi-Slot Simulator","Human Entertainment","Human Entertainment","Japan","September 29, 1995",1995-09-29,9,1995,"PS1","5th"
"10251","Universal Nuts","Lay-Up","Lay-Up","Japan","February 5, 1998",1998-02-05,2,1998,"PS1","5th"
"10252","Universal Virtua Pachi-Slot: Hisshou Kouryakuhou","Map Japan","Map Japan","Japan","June 16, 1995",1995-06-16,6,1995,"PS1","5th"
"10253","Unknown Variable 1: Masque Manor","Lightspan","Lightspan","North_America","1999",NA,NA,1999,"PS1","5th"
"10254","Unknown Variable 2: Raven's Ridge","Lightspan","Lightspan","North_America","1999",NA,NA,1999,"PS1","5th"
"10255","Uno","Tose","MediaQuest","Japan","April 2, 1998",1998-04-02,4,1998,"PS1","5th"
"10256","unStack","System Create","System Create","Japan","May 3, 1996",1996-05-03,5,1996,"PS1","5th"
"10257","Unten Daisuki - Doki Doki * Norimono Daibouken","Sunsoft","Sunsoft","Japan","December 13, 2001",2001-12-13,12,2001,"PS1","5th"
"10258","Uprising X","Cyclone Studios","The 3DO Company","North_America","November 30, 1998",1998-11-30,11,1998,"PS1","5th"
"10259","Urawaza Mahjong: Korette Tenwatte Yatsukai","Vaill","Spike","Japan","June 29, 2000",2000-06-29,6,2000,"PS1","5th"
"10260","Urban Chaos","Mucky Foot Productions","Eidos Interactive","North_America","March 31, 2000",2000-03-31,3,2000,"PS1","5th"
"10261","USA Racer","Davilex","Davilex","PAL","May 10, 2002",2002-05-10,5,2002,"PS1","5th"
"10262","Utautau: Seirei Songs","Opus","Enix Corporation","Japan","February 24, 2000",2000-02-24,2,2000,"PS1","5th"
"10263","V-Ball: Beach Volley Heroes","Avit","Funsoft","PAL","1998",NA,NA,1998,"PS1","5th"
"10264","V-Rally","Eden Studios","Infogrames Multimedia","North_America","September 30, 1997",1997-09-30,9,1997,"PS1","5th"
"10265","V-Rally","Eden Studios","Infogrames Multimedia","PAL","July 1997",NA,7,1997,"PS1","5th"
"10266","V-Rally 2","Eden Studios","Infogrames","Japan","January 27, 2000",2000-01-27,1,2000,"PS1","5th"
"10267","V-Rally 2","Eden Studios","Infogrames","North_America","October 31, 1999",1999-10-31,10,1999,"PS1","5th"
"10268","V-Rally 2","Eden Studios","Infogrames","PAL","1999",NA,NA,1999,"PS1","5th"
"10269","V-Tennis","Tonkin House","AcclaimPAL,NA, Tonkin HouseJP","Japan","September 22, 1995",1995-09-22,9,1995,"PS1","5th"
"10270","V-Tennis","Tonkin House","AcclaimPAL,NA, Tonkin HouseJP","North_America","June 1, 1996",1996-06-01,6,1996,"PS1","5th"
"10271","V-Tennis","Tonkin House","AcclaimPAL,NA, Tonkin HouseJP","PAL","June 15, 1997",1997-06-15,6,1997,"PS1","5th"
"10272","V-Tennis 2","Tonkin House","Tonkin House","Japan","November 29, 1996",1996-11-29,11,1996,"PS1","5th"
"10273","V.I.P.","Ubisoft Shanghai","Ubisoft","North_America","April 1, 2001",2001-04-01,4,2001,"PS1","5th"
"10274","V2000","Frontier Developments","Grolier Interactive","PAL","October 1998",NA,10,1998,"PS1","5th"
"10275","Vadims","Soft Bank","Soft Bank","Japan","June 10, 1996",1996-06-10,6,1996,"PS1","5th"
"10276","Vagrant Story","Square","Square","Japan","February 10, 2000",2000-02-10,2,2000,"PS1","5th"
"10277","Vagrant Story","Square","Square","North_America","May 15, 2000",2000-05-15,5,2000,"PS1","5th"
"10278","Vagrant Story","Square","Square","PAL","June 21, 2000",2000-06-21,6,2000,"PS1","5th"
"10279","Valkyrie Profile","Tri-Ace","Enix Corporation","Japan","December 22, 1999",1999-12-22,12,1999,"PS1","5th"
"10280","Valkyrie Profile","Tri-Ace","Enix Corporation","North_America","August 29, 2000",2000-08-29,8,2000,"PS1","5th"
"10281","Vampire Hunter D / Vampire Hunter (PAL)","Jaleco Entertainment","Jaleco Entertainment","Japan","December 9, 1999",1999-12-09,12,1999,"PS1","5th"
"10282","Vampire Hunter D / Vampire Hunter (PAL)","Jaleco Entertainment","Jaleco Entertainment","North_America","September 25, 2000",2000-09-25,9,2000,"PS1","5th"
"10283","Vampire Hunter D / Vampire Hunter (PAL)","Jaleco Entertainment","Jaleco Entertainment","PAL","2000",NA,NA,2000,"PS1","5th"
"10284","Vampire: Kyuuketsuki Densetsu","Artdink","Artdink","Japan","March 4, 1999",1999-03-04,3,1999,"PS1","5th"
"10285","Vanark","Bit Town","Jaleco Entertainment","North_America","March 31, 2000",2000-03-31,3,2000,"PS1","5th"
"10286","Vandal Hearts","Konami Computer Entertainment Tokyo","Konami","Japan","October 25, 1996",1996-10-25,10,1996,"PS1","5th"
"10287","Vandal Hearts","Konami Computer Entertainment Tokyo","Konami","North_America","March 27, 1997",1997-03-27,3,1997,"PS1","5th"
"10288","Vandal Hearts","Konami Computer Entertainment Tokyo","Konami","PAL","June 1, 1997",1997-06-01,6,1997,"PS1","5th"
"10289","Vandal Hearts II","Konami Computer Entertainment Nagoya","Konami","Japan","July 8, 1999",1999-07-08,7,1999,"PS1","5th"
"10290","Vandal Hearts II","Konami Computer Entertainment Nagoya","Konami","North_America","November 30, 1999",1999-11-30,11,1999,"PS1","5th"
"10291","Vandal Hearts II","Konami Computer Entertainment Nagoya","Konami","PAL","June 30, 2000",2000-06-30,6,2000,"PS1","5th"
"10292","Vanguard Bandits / Epica Stella (JP)","S-Neo","Working Designs","Japan","July 30, 1998",1998-07-30,7,1998,"PS1","5th"
"10293","Vanguard Bandits / Epica Stella (JP)","S-Neo","Working Designs","North_America","April 29, 2000",2000-04-29,4,2000,"PS1","5th"
"10294","Vanishing Point","Clockwork Games","Acclaim","North_America","February 5, 2001",2001-02-05,2,2001,"PS1","5th"
"10295","Vanishing Point","Clockwork Games","Acclaim","PAL","March 9, 2001",2001-03-09,3,2001,"PS1","5th"
"10296","Vegas Casino / Super Casino Special (JP) / Super Casino Special (SuperLite 1500 Series)JP","Coconuts Japan","Coconuts JapanJP, SuccessJP, Midas Interactive EntertainmentPAL","Japan","September 13, 1996",1996-09-13,9,1996,"PS1","5th"
"10297","Vegas Casino / Super Casino Special (JP) / Super Casino Special (SuperLite 1500 Series)JP","Coconuts Japan","Coconuts JapanJP, SuccessJP, Midas Interactive EntertainmentPAL","PAL","September 1, 2000",2000-09-01,9,2000,"PS1","5th"
"10298","Vegas Games 2000 / Midnight in Vegas (PAL)","The 3DO Company","The 3DO Company","North_America","September 28, 1999",1999-09-28,9,1999,"PS1","5th"
"10299","Vegas Games 2000 / Midnight in Vegas (PAL)","The 3DO Company","The 3DO Company","PAL","2000",NA,NA,2000,"PS1","5th"
"10300","Vehicle Cavalier","Vanguard Works","Vanguard Works","Japan","February 16, 1996",1996-02-16,2,1996,"PS1","5th"
"10301","Velldeselba Senki: Tsubasa no Kunshou","Tenky","SCEI","Japan","April 18, 1997",1997-04-18,4,1997,"PS1","5th"
"10302","Vermin Kids","Nexton","Electronic Arts Victor","Japan","November 1, 1996",1996-11-01,11,1996,"PS1","5th"
"10303","Versailles: A Game of Intrigue","Cryo Interactive","Canal+","PAL","April 1998",NA,4,1998,"PS1","5th"
"10304","Vib-Ribbon","NanaOn-Sha","SCEIJP, SCEEPAL","Japan","December 12, 1999",1999-12-12,12,1999,"PS1","5th"
"10305","Vib-Ribbon","NanaOn-Sha","SCEIJP, SCEEPAL","PAL","September 1, 2000",2000-09-01,9,2000,"PS1","5th"
"10306","Victory Spike","Imagineer","Imagineer","Japan","June 7, 1996",1996-06-07,6,1996,"PS1","5th"
"10307","Victory Zone","SCEJ","SCEI","Japan","March 31, 1995",1995-03-31,3,1995,"PS1","5th"
"10308","Victory Zone 2","SCEJ","SCEI","Japan","September 20, 1996",1996-09-20,9,1996,"PS1","5th"
"10309","Viewpoint","Visual Concepts","Electronic Arts","North_America","November 28, 1995",1995-11-28,11,1995,"PS1","5th"
"10310","Vigilante 8","Luxoflux","Activision","North_America","May 31, 1998",1998-05-31,5,1998,"PS1","5th"
"10311","Vigilante 8: 2nd Offense","Luxoflux","Activision","North_America","October 31, 1999",1999-10-31,10,1999,"PS1","5th"
"10312","Viper","X-ample","Infogrames","PAL","July 1998",NA,7,1998,"PS1","5th"
"10313","Virtua Pachi-Slot 7","Map Japan","Map Japan","Japan","September 7, 2000",2000-09-07,9,2000,"PS1","5th"
"10314","Virtua Pachi-Slot EX","Map Japan","Map Japan","Japan","October 21, 1999",1999-10-21,10,1999,"PS1","5th"
"10315","Virtua Pachi-Slot Olympia Special","Map Japan","Map Japan","Japan","October 22, 1998",1998-10-22,10,1998,"PS1","5th"
"10316","Virtua Pachi-Slot V","Map Japan","Map Japan","Japan","September 2, 1999",1999-09-02,9,1999,"PS1","5th"
"10317","Virtua Pachi-Slot VI","Map Japan","Map Japan","Japan","February 17, 2000",2000-02-17,2,2000,"PS1","5th"
"10318","Virtual Bowling","Nihon Bussan","Nihon Bussan","Japan","July 31, 1997",1997-07-31,7,1997,"PS1","5th"
"10319","Virtual Gallop Kishudou","ISCO","Sunsoft","Japan","December 27, 1996",1996-12-27,12,1996,"PS1","5th"
"10320","Virtual Golf","Core Design","Victor Interactive Software","Japan","August 23, 1996",1996-08-23,8,1996,"PS1","5th"
"10321","Virtual Golf","Core Design","Victor Interactive Software","PAL","September 1996",NA,9,1996,"PS1","5th"
"10322","Virtual Hiyru no Ken","Culture Brain","Culture Brain","Japan","July 17, 1997",1997-07-17,7,1997,"PS1","5th"
"10323","Virtual Kasparov","Titus Software","Titus Software","North_America","August 15, 2001",2001-08-15,8,2001,"PS1","5th"
"10324","Virtual Kyotei '98","Nihon Bussan","Nihon Bussan","Japan","July 2, 1998",1998-07-02,7,1998,"PS1","5th"
"10325","Virtual Kyotei '99","Nihon Bussan","Nihon Bussan","Japan","April 1, 1999",1999-04-01,4,1999,"PS1","5th"
"10326","Virtual Kyotei 2000","Nichibutsu","Nichibutsu","Japan","May 2, 2000",2000-05-02,5,2000,"PS1","5th"
"10327","Virtual Kyotei 21","Nichibutsu","Nichibutsu","Japan","May 2, 2001",2001-05-02,5,2001,"PS1","5th"
"10328","Virtual Pool","Celeris","Interplay","North_America","February 28, 1997",1997-02-28,2,1997,"PS1","5th"
"10329","Virtual Pool 3","Digital Mayhem","XS Games","North_America","August 11, 2003",2003-08-11,8,2003,"PS1","5th"
"10330","Virtual Pro Wrestling","Aki Corp.","Asmik Ace Entertainment, Inc","Japan","September 13, 1996",1996-09-13,9,1996,"PS1","5th"
"10331","Virus: It is Aware","Cryo Interactive","Cryo Interactive","PAL","June 1999",NA,6,1999,"PS1","5th"
"10332","Virus: The Battle Field","Polygram Magic of Japan","Polygram Magic of Japan","Japan","April 8, 1999",1999-04-08,4,1999,"PS1","5th"
"10333","Viva Football","Crimson Studio","Virgin Interactive","Japan","February 10, 2000",2000-02-10,2,2000,"PS1","5th"
"10334","Viva Football","Crimson Studio","Virgin Interactive","North_America","September 1999",NA,9,1999,"PS1","5th"
"10335","Viva Football","Crimson Studio","Virgin Interactive","PAL","September 1998",NA,9,1998,"PS1","5th"
"10336","VMX Racing","Studio E","Playmates","North_America","June 30, 1997",1997-06-30,6,1997,"PS1","5th"
"10337","Voice Fantasia: Ushinawareta Voice Power","Japan Media Programming","ASK","Japan","October 12, 1997",1997-10-12,10,1997,"PS1","5th"
"10338","Voice Idol Collection: Pool Bar Story","Four Winds Software","Data East","Japan","April 18, 1997",1997-04-18,4,1997,"PS1","5th"
"10339","Voice Paradice Excella","Fill-In Cafe","ASK","Japan","November 22, 1997",1997-11-22,11,1997,"PS1","5th"
"10340","Volfoss","Namco","Namco","Japan","February 22, 2001",2001-02-22,2,2001,"PS1","5th"
"10341","VR Baseball '97","VR Sports","Interplay","North_America","March 31, 1997",1997-03-31,3,1997,"PS1","5th"
"10342","VR Baseball '99","VR Sports","Interplay","North_America","May 31, 1998",1998-05-31,5,1998,"PS1","5th"
"10343","VR Sports Powerboat Racing","Promethean Designs","Interplay","North_America","March 31, 1998",1998-03-31,3,1998,"PS1","5th"
"10344","Vs.","Polygon Magic","THQ","North_America","November 30, 1997",1997-11-30,11,1997,"PS1","5th"
"10345","Wacky Races","Infogrames","Infogrames","Japan","July 26, 2001",2001-07-26,7,2001,"PS1","5th"
"10346","Wacky Races","Infogrames","Infogrames","PAL","October 19, 2001",2001-10-19,10,2001,"PS1","5th"
"10347","Wagamama * Fairy: Mirumo de Pon! Mirumo no Mahou Gakkou Monogatari","Jupiter Corporation","Konami","Japan","March 20, 2003",2003-03-20,3,2003,"PS1","5th"
"10348","Wai Wai 3-nin Uchi Mahjong","Hori","Hori","Japan","December 14, 2000",2000-12-14,12,2000,"PS1","5th"
"10349","Wai Wai Jansou","Hori","Hori","Japan","July 6, 2000",2000-07-06,7,2000,"PS1","5th"
"10350","Wai Wai Trump Taisen","Hori","Hori","Japan","December 14, 2000",2000-12-14,12,2000,"PS1","5th"
"10351","Waku Waku Bowling","Coconuts Japan","Coconuts Japan","Japan","April 2, 1998",1998-04-02,4,1998,"PS1","5th"
"10352","Waku Waku Derby","Dream Japan","Dream Japan","Japan","December 18, 1997",1997-12-18,12,1997,"PS1","5th"
"10353","Waku Waku Volley","Art Co., Ltd","Athena","Japan","November 26, 1998",1998-11-26,11,1998,"PS1","5th"
"10354","WakuPuyo Dungeon Ketteiban","Hori","Hori","Japan","March 18, 1999",1999-03-18,3,1999,"PS1","5th"
"10355","Wakusei Koukitai Little Cats","NEC","Family Soft","Japan","June 25, 1998",1998-06-25,6,1998,"PS1","5th"
"10356","Walt Disney World Quest: Magical Racing Tour","Crystal Dynamics","Eidos Interactive, Disney Interactive","North_America","March 23, 2000",2000-03-23,3,2000,"PS1","5th"
"10357","Walt Disney World Quest: Magical Racing Tour","Crystal Dynamics","Eidos Interactive, Disney Interactive","PAL","June 23, 2000",2000-06-23,6,2000,"PS1","5th"
"10358","Wangan Trial","TOSE","Victor Interactive Software","Japan","March 7, 1998",1998-03-07,3,1998,"PS1","5th"
"10359","Wanted","Naps Team","Phoenix Games","PAL","2004",NA,NA,2004,"PS1","5th"
"10360","War Gods","Eurocom","Midway","North_America","June 20, 1997",1997-06-20,6,1997,"PS1","5th"
"10361","War Gods","Eurocom","Midway","PAL","October 1997",NA,10,1997,"PS1","5th"
"10362","Warcraft 2: The Dark Saga","Climax Group","Electronic Arts","North_America","August 31, 1997",1997-08-31,8,1997,"PS1","5th"
"10363","Warcraft 2: The Dark Saga","Climax Group","Electronic Arts","PAL","August 31, 1997",1997-08-31,8,1997,"PS1","5th"
"10364","Warera Mitsurin Tankentai!!","Groove Box Japan","Victor Interactive Software","Japan","April 20, 2000",2000-04-20,4,2000,"PS1","5th"
"10365","WarGames: Defcon 1","Interactive Studios Ltd.","MGM Interactive, MGM/UA","North_America","June 30, 1998",1998-06-30,6,1998,"PS1","5th"
"10366","WarGames: Defcon 1","Interactive Studios Ltd.","MGM Interactive, MGM/UA","PAL","1998",NA,NA,1998,"PS1","5th"
"10367","Warhammer: Dark Omen","Mindscape","Electronic Arts","North_America","April 7, 1998",1998-04-07,4,1998,"PS1","5th"
"10368","Warhammer: Dark Omen","Mindscape","Electronic Arts","PAL","1998",NA,NA,1998,"PS1","5th"
"10369","Warhammer: Shadow of the Horned Rat","SSI","Mindscape","North_America","November 1, 1996",1996-11-01,11,1996,"PS1","5th"
"10370","Warhammer: Shadow of the Horned Rat","SSI","Mindscape","PAL","December 1996",NA,12,1996,"PS1","5th"
"10371","Warhawk","SingleTrac","SCEA","Japan","October 4, 1996",1996-10-04,10,1996,"PS1","5th"
"10372","Warhawk","SingleTrac","SCEA","North_America","November 10, 1995",1995-11-10,11,1995,"PS1","5th"
"10373","Warhawk","SingleTrac","SCEA","PAL","December 1995",NA,12,1995,"PS1","5th"
"10374","WarJetz","The 3DO Company","The 3DO Company","North_America","June 27, 2001",2001-06-27,6,2001,"PS1","5th"
"10375","WarJetz","The 3DO Company","The 3DO Company","PAL","May 25, 2001",2001-05-25,5,2001,"PS1","5th"
"10376","Warm Up! GP 2001","Lankhor","Microids","PAL","February 9, 2001",2001-02-09,2,2001,"PS1","5th"
"10377","Warpath: Jurassic Park","Black Ops Entertainment","DreamWorks Interactive","North_America","October 31, 1999",1999-10-31,10,1999,"PS1","5th"
"10378","Warpath: Jurassic Park","Black Ops Entertainment","DreamWorks Interactive","PAL","1999",NA,NA,1999,"PS1","5th"
"10379","Warriors of Might and Magic","The 3DO Company","The 3DO Company","North_America","February 7, 2000",2000-02-07,2,2000,"PS1","5th"
"10380","Warzone 2100","Pumpkin Studios","Eidos Interactive","North_America","May 31, 1999",1999-05-31,5,1999,"PS1","5th"
"10381","Watashi no Rika-Chan","Takara","Takara","Japan","March 7, 2002",2002-03-07,3,2002,"PS1","5th"
"10382","Water Summer","Circus","PrincessSoft","Japan","July 18, 2002",2002-07-18,7,2002,"PS1","5th"
"10383","Wayne Gretzky's 3D Hockey '98","Software Creations","Midway","North_America","December 26, 1997",1997-12-26,12,1997,"PS1","5th"
"10384","WCW Backstage Assault","Kodiak Interactive, Electronic Arts","Electronic Arts","North_America","November 2000",NA,11,2000,"PS1","5th"
"10385","WCW Backstage Assault","Kodiak Interactive, Electronic Arts","Electronic Arts","PAL","December 1, 2000",2000-12-01,12,2000,"PS1","5th"
"10386","WCW Mayhem","Kodiak Interactive, Electronic Arts","Electronic Arts","North_America","August 31, 1999",1999-08-31,8,1999,"PS1","5th"
"10387","WCW Mayhem","Kodiak Interactive, Electronic Arts","Electronic Arts","PAL","1999",NA,NA,1999,"PS1","5th"
"10388","WCW Nitro","Inland Productions","THQ","North_America","February 1998",NA,2,1998,"PS1","5th"
"10389","WCW Nitro","Inland Productions","THQ","PAL","June 1998",NA,6,1998,"PS1","5th"
"10390","WCW vs. the World / Virtual Pro-Westling (JP)","The Man Breeze","THQ, Asmik Ace EntertainmentJP","Japan","September 13, 1996",1996-09-13,9,1996,"PS1","5th"
"10391","WCW vs. the World / Virtual Pro-Westling (JP)","The Man Breeze","THQ, Asmik Ace EntertainmentJP","North_America","February 28, 1997",1997-02-28,2,1997,"PS1","5th"
"10392","WCW vs. the World / Virtual Pro-Westling (JP)","The Man Breeze","THQ, Asmik Ace EntertainmentJP","PAL","December 1997",NA,12,1997,"PS1","5th"
"10393","WCW/nWo Thunder","Inland Productions","THQ","North_America","December 31, 1998",1998-12-31,12,1998,"PS1","5th"
"10394","WCW/nWo Thunder","Inland Productions","THQ","PAL","1999",NA,NA,1999,"PS1","5th"
"10395","Weakest Link","Traveller's Tales","Activision","North_America","September 28, 2001",2001-09-28,9,2001,"PS1","5th"
"10396","Weakest Link","Traveller's Tales","Activision","PAL","2001",NA,NA,2001,"PS1","5th"
"10397","Wedding Peach: Doki Doki Oiro-naoshi","KSS","KSS","Japan","September 27, 1996",1996-09-27,9,1996,"PS1","5th"
"10398","Welcome House","Gust","Gust","Japan","February 23, 1996",1996-02-23,2,1996,"PS1","5th"
"10399","Welcome House 2: Keaton and his Uncle","Gust","Gust","Japan","December 20, 1996",1996-12-20,12,1996,"PS1","5th"
"10400","Weltorv Estleia","Hudson Soft","Hudson Soft","Japan","February 25, 1999",1999-02-25,2,1999,"PS1","5th"
"10401","Wer wird Millionär 3 (German)","Hothouse Creations","Eidos","PAL","November 30, 2002",2002-11-30,11,2002,"PS1","5th"
"10402","Westlife Fan-O-Mania","Runecraft","TDK Core","Japan","June 28, 2002",2002-06-28,6,2002,"PS1","5th"
"10403","Wheel of Fortune","Artech Studios","Hasbro Interactive","North_America","December 15, 1998",1998-12-15,12,1998,"PS1","5th"
"10404","Wheel of Fortune 2nd Edition","Artech Studios","Hasbro Interactive","North_America","October 18, 2000",2000-10-18,10,2000,"PS1","5th"
"10405","Whistle: Fuki Nukeru Kaze","Konami","Konami","Japan","January 30, 2003",2003-01-30,1,2003,"PS1","5th"
"10406","White Diamond","Dual","Escot","Japan","November 25, 1999",1999-11-25,11,1999,"PS1","5th"
"10407","Whizz","Flair Software","KonamiPAL, B-FactoryJP","Japan","September 18, 1999",1999-09-18,9,1999,"PS1","5th"
"10408","Whizz","Flair Software","KonamiPAL, B-FactoryJP","PAL","February 1997",NA,2,1997,"PS1","5th"
"10409","Who Wants to Be a Millionaire? / Quiz $ Millionaire (JP)","Hothouse Creations","Eidos","Japan","December 20, 2001",2001-12-20,12,2001,"PS1","5th"
"10410","Who Wants to Be a Millionaire? / Quiz $ Millionaire (JP)","Hothouse Creations","Eidos","PAL","September 29, 2000",2000-09-29,9,2000,"PS1","5th"
"10411","Who Wants to Be a Millionaire? 2nd Edition","Jellyvision","SCEA","North_America","June 23, 2000",2000-06-23,6,2000,"PS1","5th"
"10412","Who Wants to Be a Millionaire? 2nd Edition (Europe)","Hothouse Creations","Eidos","PAL","September 29, 2001",2001-09-29,9,2001,"PS1","5th"
"10413","Who Wants to Be a Millionaire? 3rd Edition","Jellyvision","SCEA","North_America","June 11, 2001",2001-06-11,6,2001,"PS1","5th"
"10414","Who Wants to Be a Millionaire? Junior","Hothouse Creations","Eidos","PAL","July 6, 2001",2001-07-06,7,2001,"PS1","5th"
"10415","Wild 9","Shiny Entertainment","Interplay","Japan","February 10, 2000",2000-02-10,2,2000,"PS1","5th"
"10416","Wild 9","Shiny Entertainment","Interplay","North_America","September 30, 1998",1998-09-30,9,1998,"PS1","5th"
"10417","Wild 9","Shiny Entertainment","Interplay","PAL","September 1998",NA,9,1998,"PS1","5th"
"10418","Wild Arms","Media.Vision","Sony Computer Entertainment Inc.","Japan","December 20, 1996",1996-12-20,12,1996,"PS1","5th"
"10419","Wild Arms","Media.Vision","Sony Computer Entertainment Inc.","North_America","April 30, 1997",1997-04-30,4,1997,"PS1","5th"
"10420","Wild Arms","Media.Vision","Sony Computer Entertainment Inc.","PAL","October 1998",NA,10,1998,"PS1","5th"
"10421","Wild Arms 2","Media.Vision","SCEA","Japan","September 2, 1999",1999-09-02,9,1999,"PS1","5th"
"10422","Wild Arms 2","Media.Vision","SCEA","North_America","April 30, 2000",2000-04-30,4,2000,"PS1","5th"
"10423","Wild Boater","Tao Human","Tao Human, Midas Interactive Entertainment","Japan","November 2, 1999",1999-11-02,11,1999,"PS1","5th"
"10424","Wild Rapids / Bakuryuu (JP)","Fujimic, Inc.","GN SoftwarePAL, Fuji TelevisionJP","Japan","September 14, 2000",2000-09-14,9,2000,"PS1","5th"
"10425","Wild Rapids / Bakuryuu (JP)","Fujimic, Inc.","GN SoftwarePAL, Fuji TelevisionJP","PAL","September 8, 2000",2000-09-08,9,2000,"PS1","5th"
"10426","Williams Arcade's Greatest Hits","Digital Eclipse","Williams","North_America","April 10, 1996",1996-04-10,4,1996,"PS1","5th"
